Cust. attr. 8;Cust. attr. Bez;Customer;Customer Bez.;Customer Classification;Customer Classification Bez.;Jahr;Accounting period;Accounting period Bez.;Product technology [2];Product technology [2] Bez.;Absatz;Zeitraum
O80;Martin Rigo;61308846;Zapfel;1;Installateur;2016;1;January;12;WHB;1;201601
O80;Martin Rigo;61340019;Ing. Varga GmbH;1;Installateur;2016;1;January;12;WHB;2;201601
O89;Christian Gröller;61100435;Herich Christian;1;Installateur;2016;1;January;73;Heat pumps;2;201601
O89;Christian Gröller;61210150;Bad-Heiztechnik Kindermann;65;65;2016;1;January;12;WHB;2;201601
O89;Christian Gröller;61303726;Andreas Held;1;Installateur;2016;1;January;73;Heat pumps;1;201601
O89;Christian Gröller;61303838;Höpo Haustechnik GmbH;65;65;2016;1;January;12;WHB;2;201601
O90;Daniel Fanninger;61100147;Köse Installationen GmbH;75;75;2016;1;January;12;WHB;0;201601
O90;Daniel Fanninger;61101845;Ruff Michael;1;Installateur;2016;1;January;12;WHB;2;201601
O90;Daniel Fanninger;61120093;Sanipart;1;Installateur;2016;1;January;11;WHB;1;201601
O90;Daniel Fanninger;61210095;Werner Klaus;1;Installateur;2016;1;January;12;WHB;1;201601
O90;Daniel Fanninger;61280131;Rupsch GmbH;1;Installateur;2016;1;January;12;WHB;1;201601
O90;Daniel Fanninger;61290047;Smutny Karin GmbH;1;Installateur;2016;1;January;12;WHB;1;201601
O90;Daniel Fanninger;61300036;Schremmer Ferd. GmbH;1;Installateur;2016;1;January;11;WHB;1;201601
O90;Daniel Fanninger;61302457;Müldür Üryan;1;Installateur;2016;1;January;12;WHB;2;201601
O90;Daniel Fanninger;61305198;ALFA-GAS Gasgeräteservice GmbH;1;Installateur;2016;1;January;12;WHB;1;201601
O90;Daniel Fanninger;61340023;ERICH VETTER GES.M.B.H.;1;Installateur;2016;1;January;12;WHB;1;201601
O90;Daniel Fanninger;61401937;Roman Nagl;1;Installateur;2016;1;January;73;Heat pumps;1;201601
O94;Sascha Petrovic;61101701;SN-Technik GmbH;1;Installateur;2016;1;January;12;WHB;1;201601
O94;Sascha Petrovic;61102306;Schwaiger Bad & Energie;1;Installateur;2016;1;January;73;Heat pumps;1;201601
O94;Sascha Petrovic;61103613;Etzer Haustechnik;1;Installateur;2016;1;January;12;WHB;1;201601
O94;Sascha Petrovic;61236474;Thermosan;1;Installateur;2016;1;January;12;WHB;3;201601
O94;Peter Astelhuber;61302029;Heinrich Schrofner GmbH;1;Installateur;2016;1;January;12;WHB;1;201601
O94;Sascha Petrovic;61302622;Rupert Lienbacher;1;Installateur;2016;1;January;73;Heat pumps;1;201601
O94;Sascha Petrovic;61305308;Brunner Günther;1;Installateur;2016;1;January;11;WHB;1;201601
O95;Josef Kurzmann;61303679;Kohlbacher GmbH;8;Draftsman of re.hous;2016;1;January;12;WHB;10;201601
O97;Gerhard Chvala;61100727;Nimmerrichter GmbH;1;Installateur;2016;1;January;12;WHB;1;201601
O97;Gerhard Chvala;61102581;#Qengaj-Haustechnik e.U.;95;95;2016;1;January;12;WHB;1;201601
O97;Gerhard Chvala;61104128;Energie Fullservice Müllner GesmbH;1;Installateur;2016;1;January;12;WHB;1;201601
O97;Gerhard Chvala;61236652;Seifried GmbH;1;Installateur;2016;1;January;12;WHB;1;201601
O97;Gerhard Chvala;61280018;Raiffeisen Lagerh. Hollabrunn-Horn;1;Installateur;2016;1;January;12;WHB;1;201601
O97;Gerhard Chvala;61302736;H.Hlawaty GmbH;1;Installateur;2016;1;January;73;Heat pumps;1;201601
O97;Gerhard Chvala;61302911;Trenz Installationstechnik GmbH;75;75;2016;1;January;73;Heat pumps;1;201601
O01;Herbert Manschein;61100623;Josef Schönthaler BetriebsgmbH;1;Installateur;2016;2;February;12;WHB;1;201602
O01;Herbert Manschein;61100630;Ing. Mulalic KG;1;Installateur;2016;2;February;73;Heat pumps;2;201602
O01;Herbert Manschein;61101754;GSN Installationen GmbH;1;Installateur;2016;2;February;12;WHB;1;201602
O01;Herbert Manschein;61102344;KeFa Keri & Fahrner GmbH;65;65;2016;2;February;11;WHB;1;201602
O01;Herbert Manschein;61102344;KeFa Keri & Fahrner GmbH;65;65;2016;2;February;12;WHB;3;201602
O01;Herbert Manschein;61180034;Konrad Hlawatsch Ges.m.b.H;1;Installateur;2016;2;February;12;WHB;2;201602
O01;Herbert Manschein;61210034;Kopp GmbH;65;65;2016;2;February;12;WHB;1;201602
O01;Herbert Manschein;61210449;HEIKO Heinz Kopp GmbH;1;Installateur;2016;2;February;12;WHB;1;201602
O01;Herbert Manschein;61290016;Sieber Sanitär- und;1;Installateur;2016;2;February;12;WHB;1;201602
O01;Herbert Manschein;61290235;Solartherm Wärmeanlagen GmbH;1;Installateur;2016;2;February;12;WHB;1;201602
O01;Herbert Manschein;61302193;Heinz Payer GmbH;65;65;2016;2;February;12;WHB;1;201602
O01;Herbert Manschein;61302261;Velis-Installationen GmbH;1;Installateur;2016;2;February;12;WHB;1;201602
O01;Herbert Manschein;61402302;Ofenfuchs OG;1;Installateur;2016;2;February;73;Heat pumps;1;201602
O03;Michael Simeoni;61100276;Erge Beranek GmbH;1;Installateur;2016;2;February;12;WHB;1;201602
O03;Michael Simeoni;61100987;Momir Popovic KG;1;Installateur;2016;2;February;11;WHB;1;201602
O03;Michael Simeoni;61102003;Wöss Installationen GmbH;1;Installateur;2016;2;February;11;WHB;1;201602
O03;Michael Simeoni;61103035;Cibo Installationen KG;1;Installateur;2016;2;February;12;WHB;1;201602
O03;Michael Simeoni;61103035;Cibo Installationen KG;1;Installateur;2016;2;February;73;Heat pumps;1;201602
O03;Michael Simeoni;61104445;Michael Fleck Installationen GmbH;1;Installateur;2016;2;February;11;WHB;1;201602
O03;Michael Simeoni;61104445;Michael Fleck Installationen GmbH;1;Installateur;2016;2;February;12;WHB;1;201602
O03;Michael Simeoni;61104445;Michael Fleck Installationen GmbH;1;Installateur;2016;2;February;73;Heat pumps;1;201602
O03;Michael Simeoni;61110016;Appel GesmbH;75;75;2016;2;February;11;WHB;7;201602
O03;Michael Simeoni;61110016;Appel GesmbH;75;75;2016;2;February;12;WHB;2;201602
O03;Michael Simeoni;61120012;Walter Baumann;1;Installateur;2016;2;February;12;WHB;-1;201602
O03;Michael Simeoni;61180036;Hochleithner GmbH;1;Installateur;2016;2;February;12;WHB;1;201602
O03;Michael Simeoni;61210096;Klima GmbH;1;Installateur;2016;2;February;11;WHB;3;201602
O03;Michael Simeoni;61210096;Klima GmbH;1;Installateur;2016;2;February;12;WHB;2;201602
O03;Michael Simeoni;61260040;Pollak Franz;1;Installateur;2016;2;February;12;WHB;1;201602
O03;Michael Simeoni;61302191;Allkommerz Handels-,Vertriebs-;1;Installateur;2016;2;February;12;WHB;1;201602
O03;Michael Simeoni;61302266;Kalt Warm - Installationen;1;Installateur;2016;2;February;11;WHB;1;201602
O03;Michael Simeoni;61302266;Kalt Warm - Installationen;1;Installateur;2016;2;February;12;WHB;1;201602
O03;Michael Simeoni;61302319;Uhrmann H. GmbH;1;Installateur;2016;2;February;12;WHB;1;201602
O03;Michael Simeoni;61302409;Kurt Reichl;1;Installateur;2016;2;February;12;WHB;2;201602
O03;Michael Simeoni;61302412;Appel GesmbH;75;75;2016;2;February;73;Heat pumps;1;201602
O03;Michael Simeoni;61302418;Reinhard Regner e.U.;1;Installateur;2016;2;February;11;WHB;1;201602
O03;Michael Simeoni;61302418;Reinhard Regner e.U.;1;Installateur;2016;2;February;12;WHB;1;201602
O03;Michael Simeoni;61302427;Oliver Jankovic e.U.;1;Installateur;2016;2;February;12;WHB;2;201602
O03;Michael Simeoni;61302444;HOMA Installationen;1;Installateur;2016;2;February;12;WHB;1;201602
O03;Michael Simeoni;61302682;Dalipi Ges.m.b.H;1;Installateur;2016;2;February;12;WHB;2;201602
O03;Michael Simeoni;61302685;Ademi GWH GmbH;1;Installateur;2016;2;February;12;WHB;2;201602
O03;Michael Simeoni;61302686;ISC Installateur Center;76;76;2016;2;February;12;WHB;1;201602
O03;Michael Simeoni;61302948;#Krammer Richard;95;95;2016;2;February;73;Heat pumps;1;201602
O03;Michael Simeoni;61340017;Ronald Vysoky GmbH;1;Installateur;2016;2;February;11;WHB;1;201602
O03;Michael Simeoni;61340017;Ronald Vysoky GmbH;1;Installateur;2016;2;February;12;WHB;1;201602
O03;Michael Simeoni;61340030;ING.PETER VADAS GmbH;1;Installateur;2016;2;February;12;WHB;2;201602
O03;Michael Simeoni;61401806;Strasser Thomas;1;Installateur;2016;2;February;11;WHB;1;201602
O03;Michael Simeoni;61402223;Reif Immobilien GmbH;1;Installateur;2016;2;February;12;WHB;1;201602
O04;Peter Astelhuber;61305320;#Harald Berger Gas-Wasser-Heizung;95;95;2016;2;February;12;WHB;1;201602
O04;Peter Astelhuber;61305544;Heiztechnik & Badkomfort GmbH;1;Installateur;2016;2;February;73;Heat pumps;2;201602
O04;Peter Astelhuber;61401237;Gruban Ranko;1;Installateur;2016;2;February;12;WHB;1;201602
O04;Peter Astelhuber;61401946;Schreder Installationen;1;Installateur;2016;2;February;12;WHB;1;201602
O05;Holger Friedrich;61236709;Sachs & Co. GmbH;1;Installateur;2016;2;February;12;WHB;3;201602
O05;Holger Friedrich;61236709;Sachs & Co. GmbH;1;Installateur;2016;2;February;73;Heat pumps;2;201602
O05;Holger Friedrich;61302972;Schwarz Johann;1;Installateur;2016;2;February;12;WHB;2;201602
O05;Holger Friedrich;61302997;#Aqua Installations GmbH;95;95;2016;2;February;12;WHB;1;201602
O05;Holger Friedrich;61310053;Wr.Neustädter;1;Installateur;2016;2;February;11;WHB;1;201602
O05;Holger Friedrich;61350006;J.Wagner GmbH;1;Installateur;2016;2;February;12;WHB;1;201602
O05;Holger Friedrich;61350184;#Ing. Horst Wallner;99;Passivated customers;2016;2;February;12;WHB;1;201602
O05;Holger Friedrich;61401848;Der Installateur;1;Installateur;2016;2;February;12;WHB;1;201602
O07;Florian Neuner;61102781;Heiztechnik Pfeiffenberger;1;Installateur;2016;2;February;12;WHB;1;201602
O07;Florian Neuner;61110189;Aquathermbau GmbH;1;Installateur;2016;2;February;73;Heat pumps;1;201602
O07;Florian Neuner;61120044;Breyer Installationen GmbH;1;Installateur;2016;2;February;12;WHB;10;201602
O07;Florian Neuner;61150171;Erharter Installations GmbH;1;Installateur;2016;2;February;12;WHB;1;201602
O07;Florian Neuner;61300006;Schedl Energie & Technik GmbH;1;Installateur;2016;2;February;12;WHB;1;201602
O07;Florian Neuner;61300308;Anton Schaur;1;Installateur;2016;2;February;12;WHB;4;201602
O07;Florian Neuner;61402256;Hermann Haselhofer;1;Installateur;2016;2;February;12;WHB;1;201602
O10;Austria;61100631;#Roland Alfons Huemer;99;Passivated customers;2016;2;February;12;WHB;1;201602
O10;Austria;61100887;#Galhofer Hannes;99;Passivated customers;2016;2;February;73;Heat pumps;1;201602
O10;Austria;61101051;#Kremsmüller;99;Passivated customers;2016;2;February;12;WHB;2;201602
O10;Austria;61102465;#Andreas Egert;99;Passivated customers;2016;2;February;12;WHB;1;201602
O10;Austria;61103775;#RND Betriebs- und Haustechnik GmbH;99;Passivated customers;2016;2;February;11;WHB;4;201602
O10;Austria;61103775;#RND Betriebs- und Haustechnik GmbH;99;Passivated customers;2016;2;February;12;WHB;1;201602
O10;Austria;61103775;#RND Betriebs- und Haustechnik GmbH;99;Passivated customers;2016;2;February;73;Heat pumps;1;201602
O10;Austria;61103798;#Guschl;99;Passivated customers;2016;2;February;12;WHB;3;201602
O10;Austria;61104258;#Claus Gruber;99;Passivated customers;2016;2;February;73;Heat pumps;1;201602
O10;Austria;61210084;#Ringhofer Walter;99;Passivated customers;2016;2;February;12;WHB;1;201602
O10;Austria;61210436;#Franz Greiner GmbH;99;Passivated customers;2016;2;February;11;WHB;1;201602
O10;Austria;61280129;#Reider Josef;99;Passivated customers;2016;2;February;12;WHB;1;201602
O10;Austria;61302050;#ISC Installateur Center;94;94;2016;2;February;12;WHB;2;201602
O10;Austria;61302484;#Kern & Babayigit OG;99;Passivated customers;2016;2;February;12;WHB;1;201602
O10;Austria;61302499;#Petrik Gerhard;99;Passivated customers;2016;2;February;12;WHB;1;201602
O10;Austria;61302935;#Odörfer Haustechnik GmbH;94;94;2016;2;February;12;WHB;17;201602
O10;Austria;61302935;#Odörfer Haustechnik GmbH;94;94;2016;2;February;73;Heat pumps;1;201602
O10;Austria;61303754;#Glatz GmbH;99;Passivated customers;2016;2;February;12;WHB;2;201602
O10;Austria;61303754;#Glatz GmbH;99;Passivated customers;2016;2;February;73;Heat pumps;9;201602
O10;Austria;61303828;#Ing. Peter Christian Neuhold;99;Passivated customers;2016;2;February;11;WHB;1;201602
O10;Austria;61303914;#Kausl GmbH;99;Passivated customers;2016;2;February;12;WHB;1;201602
O10;Austria;61304567;#Hermann Steiner;99;Passivated customers;2016;2;February;12;WHB;1;201602
O10;Austria;61305168;#Janacek GmbH;99;Passivated customers;2016;2;February;12;WHB;3;201602
O10;Austria;61306043;#Dietmar Schwacha e.U.;99;Passivated customers;2016;2;February;11;WHB;2;201602
O10;Austria;61306043;#Dietmar Schwacha e.U.;99;Passivated customers;2016;2;February;12;WHB;3;201602
O10;Austria;61306043;#Dietmar Schwacha e.U.;99;Passivated customers;2016;2;February;73;Heat pumps;2;201602
O10;Austria;61310032;#Strobl Walter Kg;99;Passivated customers;2016;2;February;12;WHB;2;201602
O10;Austria;61401179;#MS Installation e.U.;99;Passivated customers;2016;2;February;12;WHB;1;201602
O10;Austria;61401364;#Niktech Heizungstechnik;99;Passivated customers;2016;2;February;73;Heat pumps;1;201602
O10;Austria;61402232;#HSN Installationen e.U.;99;Passivated customers;2016;2;February;12;WHB;1;201602
O10;Austria;61402548;#Frauenthal Service Wien;94;94;2016;2;February;12;WHB;1;201602
O10;Austria;61402590;#Glatz & Celik Installationen GmbH;99;Passivated customers;2016;2;February;12;WHB;1;201602
O11;Martin Lendl;61101723;Riedle Installationen GmbH;1;Installateur;2016;2;February;12;WHB;1;201602
O11;Martin Lendl;61110052;Ausserer Installationen e.U.;1;Installateur;2016;2;February;12;WHB;1;201602
O11;Martin Lendl;61300042;Schuh GmbH;1;Installateur;2016;2;February;12;WHB;1;201602
O11;Martin Lendl;61300045;Schuster Ges.m.b.H. & Co KG;1;Installateur;2016;2;February;12;WHB;1;201602
O11;Martin Lendl;61300052;Schwinghammer -Nikosan GmbH;1;Installateur;2016;2;February;12;WHB;3;201602
O11;Martin Lendl;61303131;Heidegger Installationen Ges.m.b.H.;1;Installateur;2016;2;February;12;WHB;2;201602
O11;Martin Lendl;61303167;Mondo Therm Handels GmbH;1;Installateur;2016;2;February;73;Heat pumps;1;201602
O11;Martin Lendl;61304802;Kircher Ernst GmbH;1;Installateur;2016;2;February;12;WHB;1;201602
O11;Martin Lendl;61304841;Friedrich Rigger;1;Installateur;2016;2;February;12;WHB;1;201602
O11;Martin Lendl;61305993;Helmut Hell GmbH;1;Installateur;2016;2;February;12;WHB;1;201602
O11;Martin Lendl;61310171;Stolz Markus GmbH & CO KG;75;75;2016;2;February;12;WHB;1;201602
O12;Christian Tiefenthaler;61110080;#Gebrüder Amann OG;99;Passivated customers;2016;2;February;12;WHB;1;201602
O12;Christian Tiefenthaler;61120152;Bechter Ges.m.b.H.;1;Installateur;2016;2;February;12;WHB;1;201602
O12;Christian Tiefenthaler;61120272;Ing. Wolfgang Boch GmbH & Co KG;1;Installateur;2016;2;February;73;Heat pumps;1;201602
O12;Christian Tiefenthaler;61302897;Andreas Teissl GmbH;1;Installateur;2016;2;February;12;WHB;1;201602
O12;Christian Tiefenthaler;61305912;Klotz Andreas;1;Installateur;2016;2;February;12;WHB;1;201602
O13;Josef Pichler;61102560;Steiner Haustechnik Zentrale Salzb.;2;Wholesaler;2016;2;February;12;WHB;1;201602
O13;Josef Pichler;61102560;Steiner Haustechnik Zentrale Salzb.;2;Wholesaler;2016;2;February;73;Heat pumps;1;201602
O13;Josef Pichler;61180070;Holter Wels Zentrale;2;Wholesaler;2016;2;February;11;WHB;4;201602
O13;Josef Pichler;61180070;Holter Wels Zentrale;2;Wholesaler;2016;2;February;12;WHB;39;201602
O13;Josef Pichler;61180070;Holter Wels Zentrale;2;Wholesaler;2016;2;February;73;Heat pumps;1;201602
O13;Josef Pichler;61402509;Niederlassung SHT OÖ Filiale;76;76;2016;2;February;12;WHB;1;201602
O14;Helmut Neulinger;61103898;Karl Spitzbart;65;65;2016;2;February;12;WHB;1;201602
O14;Helmut Neulinger;61103955;Wohlschlager & Redl;1;Installateur;2016;2;February;12;WHB;2;201602
O14;Helmut Neulinger;61103955;Wohlschlager & Redl;1;Installateur;2016;2;February;73;Heat pumps;1;201602
O14;Helmut Neulinger;61103956;Wohlschlager & Redl;75;75;2016;2;February;12;WHB;1;201602
O14;Helmut Neulinger;61103956;Wohlschlager & Redl;75;75;2016;2;February;73;Heat pumps;-1;201602
O14;Helmut Neulinger;61150072;Klausriegler Josef GmbH;1;Installateur;2016;2;February;12;WHB;3;201602
O14;Helmut Neulinger;61160020;Ing. Förstl;1;Installateur;2016;2;February;12;WHB;1;201602
O14;Helmut Neulinger;61170038;Greibich Installations GmbH;1;Installateur;2016;2;February;73;Heat pumps;2;201602
O14;Helmut Neulinger;61230193;Alfred Mayer;1;Installateur;2016;2;February;12;WHB;1;201602
O14;Helmut Neulinger;61260051;Jürgen Putz;1;Installateur;2016;2;February;12;WHB;1;201602
O14;Helmut Neulinger;61303397;Pfeferle GmbH;1;Installateur;2016;2;February;12;WHB;1;201602
O14;Helmut Neulinger;61303397;Pfeferle GmbH;1;Installateur;2016;2;February;73;Heat pumps;1;201602
O14;Helmut Neulinger;61303429;Höber Ges.m.b.H;1;Installateur;2016;2;February;12;WHB;1;201602
O14;Helmut Neulinger;61627176;Elektro Kammerhofer & Co GmbH;65;65;2016;2;February;73;Heat pumps;1;201602
O15;Bernhard Rabengruber;61102114;Kleinpötzl GmbH;1;Installateur;2016;2;February;73;Heat pumps;1;201602
O15;Bernhard Rabengruber;61150020;eww ag;1;Installateur;2016;2;February;12;WHB;1;201602
O15;Bernhard Rabengruber;61150020;eww ag;1;Installateur;2016;2;February;73;Heat pumps;1;201602
O15;Bernhard Rabengruber;61190059;Integral Gebäudetechnik GmbH;75;75;2016;2;February;12;WHB;1;201602
O15;Bernhard Rabengruber;61230107;Muggenhumer Energiesysteme GmbH;1;Installateur;2016;2;February;12;WHB;2;201602
O18;Kurt Ortner;61170110;Rudolf Gutmann u. Sohn GmbH;1;Installateur;2016;2;February;73;Heat pumps;5;201602
O18;Kurt Ortner;61260020;#Perl Ges.m.b.H.;95;95;2016;2;February;12;WHB;1;201602
O18;Kurt Ortner;61308818;Priesch GmbH;1;Installateur;2016;2;February;12;WHB;1;201602
O18;Kurt Ortner;61340005;Vipauz GmbH & Co KG;1;Installateur;2016;2;February;12;WHB;-1;201602
O18;Kurt Ortner;61402248;Mandlbauer Bau GmbH;1;Installateur;2016;2;February;73;Heat pumps;1;201602
O18;Kurt Ortner;61402503;Frauenthal Service AG;76;76;2016;2;February;12;WHB;4;201602
O18;Kurt Ortner;61402503;Frauenthal Service AG;76;76;2016;2;February;73;Heat pumps;4;201602
O20;Anton Stiefsohn;61101388;Lemp Energietechnik e.U.;1;Installateur;2016;2;February;73;Heat pumps;2;201602
O20;Anton Stiefsohn;61110049;Appel GesmbH;1;Installateur;2016;2;February;12;WHB;4;201602
O20;Anton Stiefsohn;61110049;Appel GesmbH;1;Installateur;2016;2;February;73;Heat pumps;1;201602
O20;Anton Stiefsohn;61110075;Haustechnik Apfelthaler GesmbH;1;Installateur;2016;2;February;12;WHB;3;201602
O20;Anton Stiefsohn;61120360;Bayer Wilhelm Ges.m.b.h.;65;65;2016;2;February;12;WHB;1;201602
O20;Anton Stiefsohn;61160132;Josef Fidler Ges.m.b.H.;65;65;2016;2;February;73;Heat pumps;1;201602
O20;Anton Stiefsohn;61220042;Leitner Haustechnik GmbH;65;65;2016;2;February;12;WHB;0;201602
O20;Anton Stiefsohn;61230029;Menhart GmbH;65;65;2016;2;February;73;Heat pumps;1;201602
O20;Anton Stiefsohn;61303917;Sanitär-Heinze GmbH & Co KG;76;76;2016;2;February;12;WHB;13;201602
O20;Anton Stiefsohn;61303961;Engleitner Installationen GmbH;1;Installateur;2016;2;February;12;WHB;1;201602
O20;Anton Stiefsohn;61303962;Ing.Ferdinand Sallmutter  GmbH;1;Installateur;2016;2;February;73;Heat pumps;1;201602
O20;Anton Stiefsohn;61303979;HTI Haiderer & Trimmel;1;Installateur;2016;2;February;73;Heat pumps;1;201602
O20;Anton Stiefsohn;61303995;Neunteufel Johann;1;Installateur;2016;2;February;12;WHB;1;201602
O21;Christian Stuefer;61102297;Georg Karpfen Installationen;1;Installateur;2016;2;February;12;WHB;1;201602
O21;Christian Stuefer;61102371;Die Wohnraumsanierer +;1;Installateur;2016;2;February;11;WHB;1;201602
O21;Christian Stuefer;61104418;Gerald Reiter Installationen;1;Installateur;2016;2;February;11;WHB;5;201602
O21;Christian Stuefer;61120147;Melisits Peter;1;Installateur;2016;2;February;11;WHB;1;201602
O21;Christian Stuefer;61120147;Melisits Peter;1;Installateur;2016;2;February;12;WHB;2;201602
O21;Christian Stuefer;61180055;Horstmann;1;Installateur;2016;2;February;11;WHB;2;201602
O21;Christian Stuefer;61180055;Horstmann;1;Installateur;2016;2;February;12;WHB;2;201602
O21;Christian Stuefer;61210061;Krug Peter;1;Installateur;2016;2;February;12;WHB;1;201602
O21;Christian Stuefer;61210313;DI-HTL Gerald Kopsa Ges.m.b.H.;1;Installateur;2016;2;February;73;Heat pumps;1;201602
O21;Christian Stuefer;61300263;Wilhelm Schwarz GesmbH;1;Installateur;2016;2;February;12;WHB;1;201602
O21;Christian Stuefer;61300321;Schmidt Ges.m.b.H.;1;Installateur;2016;2;February;12;WHB;2;201602
O21;Christian Stuefer;61302186;DELPHIN Installations KG;1;Installateur;2016;2;February;12;WHB;1;201602
O21;Christian Stuefer;61302846;Helmut Saip GmbH;1;Installateur;2016;2;February;12;WHB;3;201602
O21;Christian Stuefer;61302846;Helmut Saip GmbH;1;Installateur;2016;2;February;73;Heat pumps;1;201602
O21;Christian Stuefer;61305183;Rauch H. Installations GmbH;1;Installateur;2016;2;February;12;WHB;2;201602
O21;Christian Stuefer;61401095;#GC Gebäudetechnik KG;76;76;2016;2;February;12;WHB;28;201602
O21;Christian Stuefer;61401095;#GC Gebäudetechnik KG;76;76;2016;2;February;73;Heat pumps;2;201602
O21;Christian Stuefer;61402268;Wien-Süd Projektmanagement GmbH;1;Installateur;2016;2;February;11;WHB;1;201602
